id,business_id,name,address,city,state,postal_code,latitude,longitude,categories,stars,review_count,is_open,delivery,takeout,outdoor_seating,drivethrough,wheelchair_friendly,alcohol_beverage,dancing,catering,counter_service,seating,dogs_allowed,bike_parking,parking,breakfast,lunch,dinner,dessert,casual,romantic,formal,trendy,with_reservation,live_entertainment,groups,kids_friendly,wifi,bar_onsite,credit_cards
laguaguitacl279978825825,eFMiYT7dM8JymayeIbbjKQ,La Guaguita - CLOSED,5919 West Linebaugh Ave,tampa,FL,33624,27.9978875998,-82.5825762749,"['spanish', 'food', 'restaurants']",4.5,14,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
eggsupgrillx279128823471,_JHGrg4DNqMDlFplgED25w,Eggs Up Grill,3920 US 301,riverview,FL,33578,27.91284189,-82.34710342,"['food', 'restaurants']",4.0,118,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
zpanhibachia277362824318,rgMCfGpuZup_ngwLdJ_0oA,Zpan Hibachi And Sushi Bar,5038 N US Hwy 41,apollo beach,FL,33572,27.7362911459,-82.4318980514,"['japanese', 'restaurants']",3.5,65,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
peiweixxxxxx279583825246,EWLNDXwRylxgV9HtqNmOjA,Pei Wei,1816 N Westshore Blvd,tampa,FL,33607,27.958310627,-82.5246005873,"['gluten-free', 'japanese', 'restaurants', 'chinese', 'asian fusion']",3.5,102,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
ciaoicecream279820828257,_0niL5sBVnKCLOPnk8SnTQ,Ciao Ice Cream Bar,63 Baymont St,clearwater,FL,33767,27.9820045,-82.8257046,['food'],4.5,11,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
peggyoskitch280778827662,rd2qDURuBOWJ-eMxnROrKw,Peggy O's Kitchen & Taps,1026 Florida Ave,palm harbor,FL,34683,28.0778236,-82.7662379,"['restaurants', 'irish']",3.0,124,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1
newchinaking281454822827,t-lGvAj11dluTKHETKQk9g,New China King,10940 Cross Creek Blvd,tampa,FL,33647,28.1454741,-82.2827628,"['restaurants', 'chinese']",4.0,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
winndixiexxx278660827270,zNzVbwWxY7A7tu0yzY0ZUA,Winn-Dixie,6501 102nd Ave,pinellas park,FL,33782,27.866061,-82.727053,['food'],3.5,9,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sunsetgrillx279901827406,4hwmCBtmeMmB3UYeSewdPA,Sunset Grill,2328 Sunset Point Rd,clearwater,FL,33765,27.9901447,-82.7406881,['restaurants'],4.0,185,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
starbucksxxx279654828001,CyiN_owscPJNvlwul0XJPg,Starbucks,433 Cleveland St,clearwater,FL,33755,27.965469,-82.8001459,"['food', 'restaurants']",3.0,36,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
steepstation280396825054,MuJACN0_RvP2VKT-M51SzA,Steep Station,"3804 W Linebaugh Ave, Ste C",tampa,FL,33618,28.039678,-82.5054237,['food'],4.0,25,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
lovenpizzaxx280198827484,eM2TSSKALQTML8vNU7fVzA,L'oven Pizza,"2194 Main St, Ste A",dunedin,FL,34698,28.019897,-82.7484742,"['pizza', 'restaurants', 'chicken wings']",3.5,43,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
joffreyscoff279606824416,8UuBoJmuIf29LqM-zm3Qdg,Joffrey's Coffee & Tea Co.,"1600 E 8th Ave E, Ste 100",tampa,FL,33605,27.960655,-82.4416279,['food'],3.5,23,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
dentonfamily283895826617,2mkkXVmv2VmkHF95HXBYhg,Denton Family Diner,9226 Denton Ave,hudson,FL,34667,28.3895238,-82.6617413,['restaurants'],4.0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
solarhomebre402386748063,ewT7MbH_3FMNomiRKklnwQ,Solar Homebrew,208 Sanhican Dr,trenton,FL,08618,40.2386259,-74.8063198,['food'],4.5,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ediblearrang396349860847,G4scSxwOldQOsSyXFSouIA,Edible Arrangements,997 East County Line,greenwood,FL,46143,39.6349639,-86.0847357,['food'],3.5,11,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thetutoredch279823825006,pTYYvaidkQxPVtKg6MP9FA,The Tutored Chef,"4401 N Himes Ave, Ste 150",tampa,FL,33614,27.9823031,-82.5006971,"['restaurants', 'soup', 'pizza']",4.5,17,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
theislandgri279561828294,ihwy-7E5CbOuQ8WR2UabLw,The Island Grill,1160 Gulf Blvd,clearwater,FL,33767,27.956132,-82.829436,"['restaurants', 'food']",3.5,12,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
breakfastlun284552826276,j23stC9V-h2_7ZaQOR2vcg,Breakfast & Lunch Nook,1376 Pinehurst Dr,spring hill,FL,34606,28.4552278852,-82.6276953891,['restaurants'],3.5,21,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
tacobellxxxx280984825030,k7Q_5rc3E1t9oxq9QpTMQQ,Taco Bell,16020 Mapledale Blvd,tampa,FL,33624,28.098408,-82.503029,"['mexican', 'tex-mex', 'restaurants']",1.5,27,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
bamboozlecha279486824465,AHLQulzMieUxdvpSQwYL4A,Bamboozle Channelside,109 N 12th St,tampa,FL,33602,27.9486025833,-82.4465710398,"['vegan', 'food', 'vietnamese', 'restaurants', 'asian fusion']",4.0,198,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
tacoreyxxxxx279959821214,dyZGdkXEn6TMguQC8-fveg,Taco Rey,1818 James Redman Pkwy,plant city,FL,33563,27.995983,-82.1214601,"['mexican', 'restaurants']",3.0,32,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
mcdonaldsxxx284577826309,TfP0dN1L88RcWyQzp2O7Eg,McDonald's,1485 Commercial Way,spring hill,FL,34606,28.4577627,-82.6309256,"['food', 'restaurants']",2.0,8,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bestthaisush282254822314,glA62EC2ghmWjpwGQrWyRQ,Best Thai & Sushi,35354 State Rd 54 W,zephyrhills,FL,33541,28.2254809,-82.2314436,"['thai', 'restaurants']",4.5,178,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
blowvaporsmo280689824375,_g76dgDk1E9tC5TXZAF5gg,Blow Vapor & Smoke Shop,"1907 E Fletcher Ave, Ste A",tampa,FL,33612,28.0689779,-82.4375365,['restaurants'],4.0,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
jerseymikess278929825057,m4haSgp1TS8XRWavdrv6WA,Jersey Mike's Subs,"3684 W Gandy Blvd, Ste 206",tampa,FL,33611,27.892962,-82.505777,"['restaurants', 'food']",3.5,25,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
gulfcoastsou280082824592,CLtf4i6Mm8nj5t2wB9myEg,Gulf Coast Sourdough & Wild Yeast Breads,6703 N Florida Ave,tampa,FL,33604,28.0082816,-82.4592122,"['food', 'restaurants']",5.0,71,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
seadogcantin280097827326,4OLfgjPToHrYf4HKXvlU2g,Sea Dog Cantina,26200 US Hwy 19 N,clearwater,FL,33761,28.0097777,-82.7326628,"['seafood', 'restaurants', 'mexican']",4.0,83,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
chinaxxxxxxx280556824274,glWmYXhoD1HOJiAKp-4avA,China 1,2774 E Fowler Ave,tampa,FL,33612,28.0556385,-82.4274875,"['restaurants', 'chinese']",3.5,18,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
dominospizza279451825126,iBlfS6K-IHvftKFr-8YiNQ,Domino's Pizza,4115 W Kennedy Blvd,tampa,FL,33609,27.945109,-82.512649,"['pizza', 'restaurants', 'chicken wings']",3.0,26,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
beefobradysx278574823266,LXP_k2qtj6ndzR8tQM4-1A,Beef 'O' Brady's,9622 US Hwy 301 S,riverview,FL,33578,27.857411,-82.326667,"['food', 'restaurants']",2.5,40,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
brothershala280717824145,Bdv0prxgkPZSSsQnnxa1xg,3 Brothers Halal Food Truck,13742 N 42nd St,tampa,FL,33613,28.0717285,-82.4145009,"['middle eastern', 'food', 'halal', 'restaurants']",4.0,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wendysxxxxxx277115823766,zSMJRrEwWPq9y7QkaA7R5Q,Wendy's,3725 Sun City Center Blvd,ruskin,FL,33573,27.711558,-82.3766127,['restaurants'],2.0,40,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
smokinacesbb280474821877,bERVD9UcJi-4HzSG4Q55Mw,Smokin Aces BBQ,5210 Thonotosassa Rd,plant city,FL,33565,28.047491,-82.187768,"['food', 'restaurants']",3.5,27,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
wafflehousex280258821500,b0QFC4UZTCCNIVJfViO1Ng,Waffle House,1201 Townsgate Ct,plant city,FL,33563,28.0258505,-82.1500193,['restaurants'],3.5,19,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
starliquorbi277927823327,NWNSYMW42GgfYkVAaONr3A,Star Liquor - Big Bend,13192 US Hwy 301 S,riverview,FL,33578,27.7927953,-82.3327098,['food'],2.5,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cabanaalcoho279814828267,ULocy4QS7l6VjTq1JFUtGw,Cabana Alcohol Infused,"483 Mandalay Ave, Ste 113",clearwater,FL,33767,27.9814984,-82.8267403,"['food', 'restaurants']",4.0,8,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
starbucksxxx280404825053,OUvtfVGqDo8ZfD_eDVTALA,Starbucks,10002 N Dale Mabry Hwy,tampa,FL,33618,28.04046,-82.505319,['food'],3.5,92,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
freshharvest279928823728,SBsw-TEUyeJ30VI9KDJVPQ,Fresh Harvest Buffet,5223 Orient Rd,tampa,FL,33610,27.992803,-82.37286,['restaurants'],3.5,189,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
blueberryble283611825880,2B0X6LSasKzyuKUkOq-_HA,Blueberry Blessings,14320 Family Trl,hudson,FL,34669,28.3611918242,-82.5880677318,['food'],4.5,6,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
theoldeheigh279881824509,AvT60oEgrncToOSrETmkLg,The Olde Heights Bistro,4703 N Nebraska Ave,tampa,FL,33603,27.9881518,-82.4509242,"['restaurants', 'japanese']",4.0,106,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1
spiritsxxxxx278669826261,OxkGgOko_8waL_uaoE1wGA,Spirits 365,10570 Gandy Blvd N,st. petersburg,FL,33702,27.8669182052,-82.626112073,['food'],3.5,23,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
mahanafreshx281262823711,ds60IfUbhaQCPKpQhVITtA,Mahana Fresh,17512 Dona Michelle Dr,tampa,FL,33647,28.1262702,-82.3711665,"['gluten-free', 'food', 'vegetarian', 'restaurants']",3.5,80,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
pandaexpress278413827942,sVCTg6MT1Px6CAoYp2KtuQ,Panda Express,"11167 Park Blvd, Ste A",seminole,FL,33772,27.8413844797,-82.7942151713,"['chinese', 'restaurants']",2.5,26,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
oystercatche279622825493,zFcE7bQ2oDfwpPgl_PxOTA,Oystercatchers,2900 Bayport Dr,tampa,FL,33607,27.962274999999998,-82.549347,"['restaurants', 'seafood']",4.0,672,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
palmharborbi280716827390,wsMSP4WSzooFLLHrDmiuUg,Palm Harbor Bistro,32922 U S Hwy 19,palm harbor,FL,34684,28.071604,-82.739029,['restaurants'],4.0,14,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
chilisxxxxxx282970827065,FPLmA8p3kcFWpH_MRnpT4g,Chili's,9600 US Hwy 19,port richey,FL,34668,28.2970018701,-82.7065573822,"['restaurants', 'tex-mex', 'mexican']",3.0,72,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
brewgardenta279419827446,KBeedFQXL6VceunuHv4wvg,Brew Garden Taphouse and Eatery,2241 Nursery Rd,clearwater,FL,33764,27.9419571308,-82.7446407301,"['restaurants', 'food']",5.0,8,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sassafrastea396180861107,N_PAtWk-1d5JyDtvDckbPw,Sassafras Tea Room,229 N Madison Ave,greenwood,FL,46142,39.618077,-86.1107845232,"['restaurants', 'food']",4.5,31,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
burgerkingxx279957824304,uJBnnlqKIkfMq1H0RhfhJg,Burger King,2601 E Hillsborough Ave,tampa,FL,33610,27.9957442702,-82.4304279685,['restaurants'],1.5,17,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
cleancreatio299117900574,-iJf5aWwhjwqTaKi_FErOQ,Clean Creations,1105 Lafayette St,gretna,FL,70053,29.9117425,-90.0574923,['food'],5.0,14,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
coxsseafoodm280098825045,_X9SsBerAMSTuEwJv-_cng,Cox's Seafood Market,6821 N Dale Mabry Hwy,tampa,FL,33614,28.0098307,-82.5045666,"['food', 'seafood', 'restaurants']",4.5,62,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
nilsaspuerto280319824165,tyxDsvtQkTDDy-e-psidEA,Nilsa's Puertorican Bistro,9002 N 40th St,tampa,FL,33604,28.0319208,-82.4165932,"['latin american', 'restaurants', 'spanish', 'caribbean', 'puerto rican']",3.5,132,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
piccadillyca280568825053,ioOw0m7uBsDpUTAHOrKAnQ,Piccadilly Cafeteria,11810 N Dale Mabry Hwy,tampa,FL,33618,28.056895,-82.505311,['restaurants'],3.5,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
ginjabaycafe280250824817,yI64uRMmTy9kvXXbCa6abg,Ginja Bay Cafe,2202 W Waters Ave,tampa,FL,33604,28.025027,-82.48171,"['restaurants', 'food', 'caribbean']",4.0,16,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
asianpalacex279916823723,WrEN7jL7PUNbvWJumENpew,Asian Palace,5223 Orient Rd,tampa,FL,33610,27.9916829,-82.3723871,"['restaurants', 'chinese']",2.0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gulfportbrew277399827082,KhSnC40_bG-BA9Elc8BCUA,Gulfport Brewery and Eatery,3007 Beach Blvd,gulfport,FL,33707,27.7399198,-82.7082707,"['food', 'restaurants']",5.0,33,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
blondiescook281875823506,UCagY03X9keCiCC95NOM1w,Blondie's Cookies,"28163 Paseo Dr, Ste 105",wesley chapel,FL,33543,28.187566,-82.350675,['food'],4.0,19,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chickfilaxxx279763825321,djIYnvFFlj4qFZX-yuUFFw,Chick-fil-A,"4001 Bessie Coleman Blvd, Terminal A",tampa,FL,33607,27.9763073,-82.5321383,['restaurants'],2.5,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
dolceenigmax280781825064,ckUXjKaqb60XOMTB-EUwbQ,Dolce Enigma,14351 N Dale Mabry Hwy,tampa,FL,33618,28.0781003483,-82.5064217875,"['modern european', 'food', 'restaurants', 'belgian']",5.0,118,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1
redbowlxxxxx280689824431,LWstcv6F48ouIEW8RGUDjw,Red Bowl,"1441 E Fletcher Ave, Ste 115",tampa,FL,33612,28.0689015,-82.4431821,"['restaurants', 'hot pot', 'chinese', 'asian fusion']",4.5,139,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
fritzeefreez280036827759,D4PqqvNvg1kSsBwxAwU80g,Fritzee Freeze,368 Patricia Ave,dunedin,FL,34698,28.003671,-82.775912,['food'],3.0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pdqxxxxxxxxx279767825374,nqTRTop-6q-O-H6EMF_s2A,PDQ,4100 George J Bean Pkwy,tampa,FL,33607,27.9767745,-82.5374233,['restaurants'],3.5,32,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
burgermonger279299825076,a8_zOZgxg3lNsEyanuwluw,Burger Monger,3838 W Neptune St,tampa,FL,33629,27.9299708878,-82.507670467,['restaurants'],3.5,149,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
jollibeexxxx278397826888,or4XkblYRyXHxKJuKbhx_Q,Jollibee,"4057 Park Blvd N, Ste 120",pinellas park,FL,33781,27.8397082,-82.6888592,"['filipino', 'restaurants']",3.0,145,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
fiveguysxxxx280688826303,fVwbQDdjz8IhBApBn6Y4zw,Five Guys,11622 Countryway Blvd,tampa,FL,33626,28.0688815,-82.6303957,['restaurants'],4.0,32,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
lagerheadzba281522827566,Q6M6pSldp8W5hW5XPr4d1A,Lagerheadz Bar & Grill,606 N Pinellas Ave,tarpon springs,FL,34689,28.1522367,-82.7566672,['restaurants'],3.0,13,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
saboramexico279380822748,wbBbEWgmPLfI0QpxBLgNiw,Sabor A Mexico,706 E Brandon Blvd,brandon,FL,33511,27.938059,-82.274836,"['restaurants', 'mexican']",3.5,192,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
toastwinecaf279113825177,fHa15mzKSuq9Z6gd-m3kAg,Toast Wine & Cafe,3501 S Manhattan Ave,tampa,FL,33629,27.9113463235,-82.5177564454,['restaurants'],4.0,33,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1
pizzeatalyxx279990825621,309eD1s4UG_TkBNHUKAzYA,Pizzeataly,5521 Hanley Rd,tampa,FL,33634,27.9990821912,-82.562127414,"['restaurants', 'food', 'italian', 'pizza']",4.5,9,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weisicecream280671827633,IQvlszd2ct8tY9jF1vCJ4w,Weis Ice Cream Rolls,1326 Tampa Rd,palm harbor,FL,34683,28.0671299,-82.7633822,['food'],4.0,5,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
twisteetreat280112825625,cjnkXA0XqThd6L11W0wnzg,Twistee Treat,6900 Hanley Rd,tampa,FL,33634,28.0112503,-82.5625797,['food'],4.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
benedictsfam279162827905,l4uH-6afJzbm0NFRp7lKog,Benedict's Family Restaurant,201 W Bay Dr,largo,FL,33770,27.9162798,-82.7905977,"['greek', 'restaurants']",4.0,36,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thewitchsbre280781827645,7G1dv3W-Lt7IeUUyDymOAQ,The Witch's Brew,"1219 Florida Ave, Ste C",palm harbor,FL,34683,28.0781943,-82.7645806,['food'],4.0,13,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
cvspharmacyx279973825624,_2h__S21pkGYwDLYV6Z6bg,CVS Pharmacy,7351 W Hillsborough Ave,tampa,FL,33634,27.9973,-82.5624,['food'],2.0,14,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mrbeastburge278884824941,hRUSPrkVFRV-kCyILTaRLQ,MrBeast Burger,5229 South MacDill Avenue,tampa,FL,33611,27.8884777,-82.4941206,"['restaurants', 'food']",2.5,16,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insidethebox279574825236,9I3pqS1gTmVX5Hmu5KKU1g,Inside the Box Café,1715 N Westshore Blvd,tampa,FL,33607,27.9574376,-82.5236391,"['food', 'restaurants', 'soup']",4.5,59,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
tasiasushiba278388826969,pvEMxB2cF8YWKzGprzUxVw,T'asia Sushi Bar & Thai Cuisine,4648 Park Blvd,pinellas park,FL,33781,27.8388758,-82.6969198,"['thai', 'restaurants']",4.5,127,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
bolsamarketx278516827007,wapxwVlJMPuvMc8IwgAJDw,Bolsa Market,8730 49th St N 5,pinellas park,FL,33782,27.851616,-82.700704,['food'],3.5,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
bdsmongolian280490826957,43IWk8WZ8ZzwlunUXCSGvw,bd's Mongolian Grill,3153 Curlew Rd,oldsmar,FL,34677,28.049053,-82.6957552,"['chinese', 'restaurants', 'food', 'asian fusion']",3.5,57,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
longhornstea279237823263,uSwFlrrn-MKBKOiCRE2e6A,LongHorn Steakhouse,11102 Causeway Blvd,brandon,FL,33511,27.9237469,-82.3263074,['restaurants'],3.0,166,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
wolfesproduc278927823383,0tB3FHgReSduS4nW3YfxUw,Wolfe's Produce,6005 US Hwy 301 S,riverview,FL,33578,27.8927123828,-82.3383635148,['food'],4.0,36,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
frappexscape280320823986,ymAuIcQlbQtcR2RDinkKUA,Frappe Xscape,"5101 E Busch Blvd, Ste 7",tampa,FL,33617,28.0320833,-82.3986956,"['cuban', 'food', 'restaurants', 'latin american']",4.0,14,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
theloadedsli281750827471,xW3fwoUMGPMExBCmPu82SA,The Loaded Slice,1128 Us-19 Alternate Hwy,holiday,FL,34691,28.1750379,-82.7471424,"['restaurants', 'chicken wings', 'pizza']",2.5,27,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1
goldenkrustc280855824583,3oQqm2rfnbnkN97TMAMEPQ,Golden Krust Caribbean Restaurant,14913 Florida Ave,tampa,FL,33613,28.085559,-82.458338,"['restaurants', 'food', 'caribbean']",3.5,37,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
worldofbeerx280432825922,XDlOFRDWQGVjzlvUs1X5Iw,World Of Beer,9524 W Linebaugh Ave,tampa,FL,33626,28.043243005,-82.5922461274,['restaurants'],4.0,100,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
millersaleho278424827948,cezbcRLRWCKz1wztpQGgjA,Miller's Ale House,7695 113th St,seminole,FL,33772,27.8424360971,-82.7948683652,"['restaurants', 'seafood']",3.5,229,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1
bonefishgril281928826365,pgO-fORYt4nb5Tj0x1F_aQ,Bonefish Grill,10750 Sr 54,trinity,FL,34655,28.192839724,-82.636564,"['seafood', 'restaurants']",3.5,158,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
